date,polarity_score
2021-01-31,-0.03282336924298986
2021-02-01,0.05570544960102082
2021-02-02,0.07608234443828252
2021-02-03,0.06804279873619286
2021-02-04,0.06992153455226267
2021-02-05,0.07475819147429669
2021-02-06,0.0812300341166401
2021-02-07,0.07150681478747833
2021-02-08,0.07505274525110088
2021-02-09,0.0881239396298609
2021-02-10,0.08684095120775089
2021-02-11,0.08399515288872506
2021-02-12,0.09387123664152464
2021-02-13,0.06729712223265392
2021-02-14,0.06315286987110966
2021-02-15,0.05167464021981661
2021-02-16,0.08781066940965453
2021-02-17,0.08471382299359678
2021-02-18,0.09089952430372293
2021-02-19,0.08264780426136992
2021-02-20,0.06083604527899788
2021-02-21,0.07746807820560839
2021-02-22,0.05022066369567688
2021-02-23,0.11140835877681286
2021-02-24,0.05673467306332765
2021-02-25,0.06065124783188197
2021-02-26,0.10655147337610277
2021-02-27,0.10152386596191189
2021-02-28,0.09281151747036404
2021-03-01,0.10426996413889544
2021-03-02,0.06888418435339519
2021-03-03,0.09388942918365077
2021-03-04,0.08024910925113374
2021-03-05,0.09168449929761724
2021-03-06,0.05938917118890811
2021-03-07,0.04269875156619576
2021-03-08,0.08428952646415445
2021-03-09,0.033646921618935344
2021-03-10,0.05714030410286242
2021-03-11,0.06686813549252447
2021-03-12,0.06868610558209934
2021-03-13,0.05816193568442176
2021-03-14,0.14023930370219237
2021-03-15,0.1097711615027589
2021-03-16,0.05687802530286099
2021-03-17,0.07735293611253358
2021-03-18,0.08568647921976866
2021-03-19,0.13616739418920196
2021-03-20,0.1063141957704833
2021-03-21,0.08063202616235629
2021-03-22,0.09958456374679082
2021-03-23,0.10126127737390664
2021-03-24,0.08590081598190712
2021-03-25,0.065082714581348
2021-03-26,0.08615298026725543
2021-03-27,0.07556429871532264
2021-03-28,0.04479273833942049
2021-03-29,0.10229646566283991
2021-03-30,-0.02460680925106327
2021-03-31,0.10524214798919808
2021-04-01,0.07619430126790884
2021-04-02,0.10379179340822524
2021-04-03,0.0024663102030286037
2021-04-04,0.045959653170412416
2021-04-05,0.04699567263458164
2021-04-06,0.10385935009736495
2021-04-07,0.046747627978924046
2021-04-08,0.07672423402219479
2021-04-09,0.07386608175396735
2021-04-10,0.06683681569032295
2021-04-11,0.0520276890290876
2021-04-12,0.048467789725461306
2021-04-13,0.10460681388141697
2021-04-14,0.09553740832175103
2021-04-15,0.04466480701294271
2021-04-16,0.06127377804357964
2021-04-17,0.08075404478207954
2021-04-18,0.08439013380293574
2021-04-19,0.08965233902988962
2021-04-20,0.04356870315492623
2021-04-21,0.03423005165739765
2021-04-22,0.00672518388488486
2021-04-23,0.05686851934822453
2021-04-24,0.06343731600921577
2021-04-25,0.06327709495502624
2021-04-26,0.034674599963468264
2021-04-27,0.04466953788450807
2021-04-28,0.06621824489820995
2021-04-29,0.07095490920553921
2021-04-30,0.1128186808762116
2021-05-01,0.0415399870268686
2021-05-02,0.048925928225487844
2021-05-03,0.14804654950815055
2021-05-04,0.04214556077105867
2021-05-05,0.06787658708028503
2021-05-06,0.05438509410001823
2021-05-07,0.04918919521001856
2021-05-08,0.05238849423817965
2021-05-09,0.0912543742059303
2021-05-10,0.05348311781620006
2021-05-11,0.05615480389588038
2021-05-12,0.0660798963012383
2021-05-13,0.05219845659023493
2021-05-14,0.05302782672726438
2021-05-15,0.07399636139696417
2021-05-16,0.019933762653301778
2021-05-17,0.04133925078238758
2021-05-18,0.060934107123957755
2021-05-19,0.04605798869531027
2021-05-20,0.045618052799902144
2021-05-21,0.06230050535798271
2021-05-22,0.04636754253379607
2021-05-23,0.047357711771382344
2021-05-24,0.0827835885420502
2021-05-25,0.061885071458553535
2021-05-26,0.03000338076567943
2021-05-27,0.07627220551428213
2021-05-28,0.08642068364330553
2021-05-29,0.054331331499577105
2021-05-30,0.0593902539358874
2021-05-31,0.06135223056424998
2021-06-01,0.04533583697752966
2021-06-02,0.06898356558615604
2021-06-03,0.07800237746500353
2021-06-04,0.06113027720116158
2021-06-05,0.031847267486152096
2021-06-06,0.08091972801297227
2021-06-07,0.06842454410018968
2021-06-08,0.08479777540118355
2021-06-09,0.07224822615153266
2021-06-10,0.08352706115484915
2021-06-11,0.053666749172664466
2021-06-12,0.0711723853423352
2021-06-13,0.05094497076921091
2021-06-14,0.09703352294597961
2021-06-15,0.03727868386193445
2021-06-16,0.07553950603073521
2021-06-17,0.055047131349754246
2021-06-18,0.04577742937220867
2021-06-19,0.07686647783610327
2021-06-20,0.14944891014477282
2021-06-21,0.09188427112027908
2021-06-22,0.08332455845998708
2021-06-23,0.11678941180382295
2021-06-24,0.10450792687146235
2021-06-25,0.04026884571214633
2021-06-26,0.06599074279993578
2021-06-27,0.1152461136910569
2021-06-28,0.2332911718163931
2021-06-29,0.08441652646435428
2021-06-30,0.10986366674330215
2021-07-01,0.05613514714561486
2021-07-02,0.09341606082135558
2021-07-03,0.07768327774017288
2021-07-04,0.11155710154540799
2021-07-05,0.08615313807350194
2021-07-06,0.08104450598366096
2021-07-07,0.05378545826487085
2021-07-08,0.07882409042720147
2021-07-09,0.12424782387293502
2021-07-10,0.09458209796850546
2021-07-11,0.07278202881331651
2021-07-12,0.0790094207630243
2021-07-13,0.0729705769297139
2021-07-14,0.08210407590615475
2021-07-15,0.1107839164373569
2021-07-16,0.09620705754902056
2021-07-17,0.06357260605986263
2021-07-18,0.0594316765404957
2021-07-19,0.0779602122042852
2021-07-20,0.05395364177816608
2021-07-21,0.0626611091898515
2021-07-22,0.06800009733333491
2021-07-23,0.07639627242593083
2021-07-24,0.06588039447322296
2021-07-25,0.08203042568832834
2021-07-26,0.08287673019063325
2021-07-27,0.09541679977254897
2021-07-28,0.038304498528959494
2021-07-29,0.07272571691619374
2021-07-30,0.08564217731092316
2021-07-31,0.11048173532643354
2021-08-01,0.13509362812255038
2021-08-02,0.10956064877397323
2021-08-03,0.0872273986359116
2021-08-04,0.0699659685253163
2021-08-05,0.10540175862082339
2021-08-06,0.10640046473095695
2021-08-07,0.0969701220065024
2021-08-08,0.145210464539594
2021-08-09,0.06792242152042585
2021-08-10,0.07095398848268783
2021-08-11,0.0731189907877044
2021-08-12,0.07149104860928095
2021-08-13,0.08133640781836303
2021-08-14,0.09093798281094453
2021-08-15,0.09011384928799376
2021-08-16,0.060963853983928014
2021-08-17,0.08573472282464996
2021-08-18,0.08691772242498459
2021-08-19,0.12099293179027311
2021-08-20,0.0791053740747361
2021-08-21,0.10651974578829412
2021-08-22,0.11565491301191852
2021-08-23,0.043151793148369255
2021-08-24,0.08953269806890082
2021-08-25,0.08643658226235185
2021-08-26,0.10989129937219719
2021-08-27,0.09624206379970415
2021-08-28,0.038583637437719094
2021-08-29,0.032731807298543275
2021-08-30,0.045180771628618506
2021-08-31,0.04053645547974371
2021-09-01,0.07645596925722936
2021-09-02,0.0878273899303633
2021-09-03,0.04596626844904141
2021-09-04,0.056946903055902415
2021-09-05,0.10995969764968572
2021-09-06,0.08399304413758818
2021-09-07,0.06236170187337477
2021-09-08,0.05075464232231253
2021-09-09,0.0953757756467247
2021-09-10,0.10980420679169844
2021-09-11,0.07818221610019473
2021-09-12,0.13587795805015287
2021-09-13,0.09013107176692121
2021-09-14,0.07233597500180881
2021-09-15,0.04759268702464344
2021-09-16,0.06516773808259065
2021-09-17,0.04902139176714618
2021-09-18,0.0793674462778368
2021-09-19,0.08688836553163697
2021-09-20,0.08319668220160738
2021-09-21,0.055549108843299076
2021-09-22,0.11398331568811479
2021-09-23,0.0828956685973161
2021-09-24,0.04145752181158611
2021-09-25,0.06169938255067272
2021-09-26,0.07429335822303496
2021-09-27,0.07168813669832874
2021-09-28,0.07476846972424193
2021-09-29,0.07190517824443744
2021-09-30,0.1220320900316512
2021-10-01,0.05770471790901434
2021-10-02,0.07551887069460121
2021-10-03,-0.012641388243486892
2021-10-04,0.025277645161945115
2021-10-05,0.01820626982616848
2021-10-06,0.03769153982668151
2021-10-07,0.04294203995173733
2021-10-08,0.043160080196015825
2021-10-09,0.05402773508328605
2021-10-10,0.03607535552390009
2021-10-11,0.04881279298959412
2021-10-12,0.05196565241413042
2021-10-13,0.0647239855466881
2021-10-14,0.06624226222936473
2021-10-15,-0.007868534924512153
2021-10-16,0.015283689714067258
2021-10-17,0.031232879198588
2021-10-18,0.042892313129269874
2021-10-19,0.08470136805436157
2021-10-20,0.0712531737547794
2021-10-21,0.060802019273487835
2021-10-22,0.03199552241317525
2021-10-23,0.06375299587957768
2021-10-24,0.07308068103197324
2021-10-25,0.07045665536337517
2021-10-26,0.07250223889871284
2021-10-27,0.06410503717933409
2021-10-28,0.011061491173135998
2021-10-29,0.04946959432525731
2021-10-30,0.08994496633900369
2021-10-31,0.07548821270545782
2021-11-01,0.08153099022134012
2021-11-02,0.05616943082088762
2021-11-03,0.09849580337764684
2021-11-04,0.14574710578895342
2021-11-05,0.0802413069582269
2021-11-06,0.06686650610009626
2021-11-07,0.057793423567486804
2021-11-08,0.06493746775332013
2021-11-09,0.04204698800164038
2021-11-10,0.04292491478984106
2021-11-11,0.07444959608909608
2021-11-12,0.06837202627082681
2021-11-13,0.04765631053768803
2021-11-14,0.052748579029305576
2021-11-15,0.05376206560493284
2021-11-16,0.054532995273719964
2021-11-17,0.06654550699442145
2021-11-18,0.11740641922727112
2021-11-19,0.09735545501890717
2021-11-20,0.09979613011571409
2021-11-21,0.09053880283374244
